Ma_sp,Ten_sp,Gia,Xuat_xu,Nong_do,Dung_tich,Giong_nho,Mau_sac,Loai_ruou,Thuong_hieu,Vung_lam_vang
VNVY2-2130,Rượu Vang Nổ Ferrari Maximum Rose Trentodoc,2.130.000,"Ý
","12.5 %
","750 ML
","Chardonnay,Pinot Nero", ,Rượu Vang Hồng,Ferrari,": Italy, Trentino-Alto Adige, Trento"
VNVY-3460,Rượu Vang Nổ Ferrari Perle Bianco Riserva Trentodoc,3.460.000,"Ý
","12.5 %
","750 ML
",Chardonnay, ,Rượu Vang Trắng,,": Italy, Trentino-Alto Adige, Trento"
VNVY-2520,Rượu Vang Nổ Ferrari Rose Trentodoc,2.520.000,"Ý
","12.5 %
","750 ML
","Chardonnay,Pinot Nero", ,Rượu Vang Hồng,,": Italy, Trentino-Alto Adige, Trento"
VNLK-650,Rượu Vang Nổ Fior D’Arancio Colli Euganei,650.000,"Ý
","7.5 %
","750 ML
",Fior D’Arancio,Vàng cam,Rượu Vang Nổ, Parco Del Venda, Pavoda – Italia
VNTL-305,Rượu Vang Nổ Fleurs De Prairie Rose,280.000,"Pháp
","12.5 %
","750 ML
","Cinsault,Grenache,Shiraz", ,Rượu Vang Nổ,: Fleurs de Prairie,: Cotes De Provence
VNPV-1110,Rượu Vang Nổ Francois De Nicolay Cremant De Bourgogne,999.000,"Pháp
","12 %
","750 ML
","Chardonnay,Pinot Noir", Vàng nhạt,Rượu Vang Nổ,: Francois De Nicolay,Bourgogne
VNBMF-996,Rượu Vang Nổ Francois President Brut,996.000,"Hungary
","11.5 %
","750 ML
","
",Vàng rơm,Rượu Vang Nổ, Francois,
VNWH7-530,Rượu Vang Nổ Freixenet Cordon Negro Brut,530.000,"Tây Ban Nha
","11.5 %
","750 ML
",": Macabeo, Xarel-lo, Parellada", Trắng,Rượu Vang Nổ,Freixenet,: Catalunya
VNWH8-550,Rượu Vang Nổ Freixenet Cordon Negro Brut Polka Dots,500.000,"Tây Ban Nha
","12.5 %
","750 ML
",: Macabeo – Xarel-lo – Parellada, Vàng rơm,Rượu Vang Nổ,Freixenet,: Catalunya
VNMH4-560,Rượu Vang Nổ Freixenet Ice Cuvee,560.000,"Tây Ban Nha
","11.5 %
","750 ML
",Chardonnay, Vàng rơm,Rượu Vang Nổ,Freixenet,: Catalunya
VNMH6-650,Rượu Vang Nổ Freixenet Italian Rose Sparkling Wine,650.000,"Ý
","12.5 %
","750 ML
","Glera,Pinot Noir",Hồng nhạt,Rượu Vang Nổ,Freixenet,Veneto
VNMH1-530,Rượu Vang Nổ Freixenet Rose Cava,530.000,"Tây Ban Nha
","13.5 %
","750 ML
",Garnacha, ,Rượu Vang Hồng,Freixenet,: Cava – Spain
VNPE-383,Rượu Vang Nổ Freschello Extra Dry,383.000,"Ý
","9.5 %
","750 ML
",: Garganega, Vàng rơm,Rượu Vang Nổ,: Cielo e Terra,Veneto
VNMH1 - 480,Rượu Vang Nổ Gemma Di Luna Moscato,480.000,"Ý
","7.5 %
","750 ML
","
",,Rượu Vang Nổ, Gemma Di luna,"
"
VNMH - 480,Rượu Vang Nổ Gemma Di Luna Prosecco Extra Dry,480.000,"Ý
","10.5 %
","750 ML
",Glera,,Rượu Vang Sủi, Gemma Di luna,"
"
VNHD2-495,Rượu Vang Nổ Giacobazzi 3 Modena,495.000,"Ý
","10 %
","750 ML
",Blend,Đỏ ruby,Rượu Vang Nổ,, Emilia-Romagna
VNHD4-495,Rượu Vang Nổ Giacobazzi 8 Aromatico Moscato,495.000,"Ý
","6.5 %
","750 ML
",Moscato,Vàng nhạt,Rượu Vang Nổ,, Emilia-Romagna
VNHD5-495,Rượu Vang Nổ Giacobazzi 9 Brioso Pignoletto,495.000,"Ý
","11 %
","750 ML
",Pingoletto,Đỏ ruby,Rượu Vang Nổ,, Colli Bolognesi Classico Pignoletto
VNHD2-450,Rượu Vang Nổ Giacobazzi Moscato Bianco Blue,450.000,"Ý
","6.5 %
","750 ML
",Moscato,,Rượu Vang Nổ,,Veneto
VNHD-450,Rượu Vang Nổ Giacobazzi Moscato White,450.000,"Ý
","6.5 %
","750 ML
",Moscato,Vàng rơm,Rượu Vang Nổ,,Veneto
VNVY-18270,Rượu Vang Nổ Giulio Ferrari Riserva Del Fondatore,18.270.000,"Ý
","12.5 %
","1500 ML
",Chardonnay, ,Rượu Vang Trắng,Ferrari,": Italy, Trentino-Alto Adige, Trento"
VNMT-315,Rượu Vang Nổ Gran Baron Cava Brut,315.000,"Tây Ban Nha
","12 %
","750 ML
",Macabeo – Xarello – Parellada ,Vàng tinh tế pha chút ánh xanh,Rượu Vang Nổ,Gran Baron, D.O. Cava
VNMT-340,Rượu Vang Nổ Gran Baron Cava Brut Nature,340.000,"Tây Ban Nha
","12 %
","750 ML
",Macabeo & Xarello & Parellada,Vàng nhạt ánh xanh,Rượu Vang Nổ,Gran Baron, D.O. Cava
VNMT-710,Rượu Vang Nổ Gran Baron Cava Semi Seco,710.000,"Tây Ban Nha
","12 %
","750 ML
","Macabeo, Xarello, Parellada",Xanh nhạt,Rượu Vang Nổ,Gran Baron, D.O. Cava
VNTK-374,Rượu Vang Nổ Greyman Blanc De Blancs,374.000,"Pháp
","11 %
","750 ML
",Chardonnay,Vàng rơm,Rượu Vang Nổ,: Greyman,"Côte des Blancs, Le Mesnil-sur-Oger"
VNWH4-1100,Rượu Vang Nổ Jansz Tasmania Premium Cuvée,1,"ÚC
","12.5 %
","750 ML
","Pinot Noir,Chardonnay", Vàng rơm,Rượu Vang Nổ,: Jansz,: Tasmaina
VNYW3-495,Rượu Vang Nổ JP Chenet ICE Edition Rose,495.000,"Pháp
","11 %
","750 ML
","
",Màu hồng,Rượu Vang Nổ,,Vin De France
VNWH3-600,Rượu Vang Nổ Katnook Founder’s Block Sparkling Shiraz,720.000,"ÚC
","13.5 %
","750 ML
",Shiraz, Đỏ,Rượu Vang Nổ,: Katnook,: Coonawarra
VNPV-679,Rượu Vang Nổ Lateyron Centenaire Brut Rose,612.000,"Pháp
","12 %
","750 ML
","Cabernet Franc,Semillon", Hồng nhạt,Sâm Panh,: Lateyron,: Bordeaux
VNPV-217,Rượu Vang Nổ Le Petit Des Celliers d’Asie,196.000,"Pháp
","13 %
","750 ML
",Sauvignon Blanc,Màu trắng vàng,Sauvignon Blanc,Le Petit,Vin de France
VNHD7-495,Rượu Vang Nổ Lebolle Moscato,495.000,"Ý
","6 %
","750 ML
",Moscato,,Rượu Vang Nổ, Losito & Guarini, Lombardia
VNHD8-495,Rượu Vang Nổ Lebolle Muller Thurgau Traminer,495.000,"Ý
","12 %
","750 ML
","Traminer, Müller-Thurgau",,Rượu Vang Nổ, Losito & Guarini, Lombardia
VNHD9-495,Rượu Vang Nổ Lebolle Pinot Noir Rose,495.000,"Ý
","11.5 %
","750 ML
",Pinot Noir,,Rượu Vang Nổ, Losito & Guarini, Lombardia
VNBMF3-276,Rượu Vang Nổ Lejay Kir Royal,276.000,"Pháp
","12.5 %
","750 ML
",,Vàng nhạt,Rượu Vang Nổ,Lejay Kir,
VNPV-466,Rượu Vang Nổ Lindeman’s Bin 25 Sparkling Brut Cuvee,420.000,"ÚC
","12 %
","750 ML
",Chardonnay, Trắng ,Rượu Vang Nổ,Lindeman’s,: South Eastern
VNRVPR53,Rượu Vang Nổ Luc Belaire Gold Fantome Brut,1,"Pháp
","11 %
","750 ML
",Chardonnay, Màu vàng nhạt,Rượu Vang Nổ, Luc Belaire,Bourgogne
VNRVPR54,Rượu Vang Nổ Luc Belaire Rose Fantome,1,"Pháp
","12.5 %
","750 ML
","Syrah,Cinsault,Grenache", Màu hồng nhạt,Rượu Vang Nổ, Luc Belaire,"Sud-Est, Mesditerranée"
VNPV2-413,Rượu Vang Nổ Maison Castel Cuvee Blanche,372.000,"Pháp
","11 %
","750 ML
",Chardonnay,Màu trắng ánh vàng,Chardonnay,,Vin de France
VNVC-473,Rượu Vang Nổ Mancura Brut,473.000,"Chile
","12 %
","750 ML
","Moscato,Chardonnay",,Rượu Vang Nổ,Mancura,"Limori Valley, Chile"
VNMCL-340,Rượu Vang Nổ Martini Prosecco,340.000,"Ý
","11.5 %
","750 ML
",,Vàng rơm,Rượu Vang Nổ, Martini,Piedmont
VNMCL2-340,Rượu Vang Nổ Martini Rose,340.000,"Ý
","9.5 %
","750 ML
",,,Rượu Vang Nổ, Martini,Piedmont
VNWH3-495,Rượu Vang Nổ Maschio Dei Cavalieri Prosecco Treviso,485.000,"Ý
","11 %
","750 ML
",Glera, Vàng nhạt,Rượu Vang Nổ,: Maschio dei Cavalieri,: Prosecco di Treviso
VNPV-706,Rượu Vang Nổ Miguel Torres Cordillera Pinot Noir Brut,635.000,"Chile
","13 %
","750 ML
",Pinot Noir, Vàng rơm,Rượu Vang Nổ,Miguel Torres,: Curico Valley
VNPV-577,Rượu Vang Nổ Miguel Torres Sparkling Rose Estelado,520.000,"Chile
","13.5 %
","750 ML
","Chardonnay,Merlot,Pinot Noir", Hồng nhạt,Rượu Vang Nổ,Miguel Torres,Central Valley
VNYW-744,Rượu Vang Nổ Mont Royal,744.000,"Pháp
","11 %
","750 ML
","Dimyat, Rikat và Misket",Màu vàng nhạt,Rượu Vang Nổ,Mont Royal,Thung lũng Thracian
VNPV-338,Rượu Vang Nổ Montparnasse Vin Mousseux,305.000,"Pháp
","13 %
","750 ML
",Chardonnay,Màu vàng chanh,Chardonnay,Montparnasse,Vin de France
VNTL-225,Rượu Vang Nổ Mousseux Veuve Alban Blanc,209.000,"Pháp
","11 %
","750 ML
",Blend, Vàng rơm ,Rượu Vang Nổ,: Veuve Alban,Bordeaux
VNVC-440,Rượu Vang Nổ Murviedro Luna Sauvignon Blanc,440.000,"Tây Ban Nha
","11.5 %
","750 ML
",Sauvignon Blanc,Vàng nhạt,Rượu Vang Nổ,Murviedro,"Valencia, Spain"
VNTH3-450,Rượu Vang Nổ Opera Blanc De Blanc,450.000,"Pháp
","11.5 %
","1500 ML
",Chardonnay, Vàng nhạt,Rượu Vang Nổ,,
VNDL-422,Rượu Vang Nổ Pháp Pol Remy Ice,1,"Pháp
","11 %
","750 ML
","Aïren, Ugni Blanc, Colombard", Màu vàng nhạt,Rượu Vang Nổ, Pol Remy,
VNBMF1-550,Rượu Vang Nổ Piccini Goccia Rosa Rose,550.000,"Ý
","11 %
","750 ML
",Rosato,,Rượu Vang Nổ,,Goccia
VNBMF-550,Rượu Vang Nổ Piccini Prosecco Doc Extra Dry,550.000,"Ý
","11 %
","750 ML
",Glera,Vàng nhạt,Rượu Vang Nổ,,Prosecco
VNTBM-438,Rượu Vang Nổ Pierlant Cuvee D’or Demi Sec,438.000,"Pháp
","11 %
","750 ML
",Blend, ,Rượu Vang Trắng,Pierlant,
VNPV-266,Rượu Vang Nổ Pierre Larousse Blanc De Blancs,240.000,"Pháp
","13 %
","375 ML
",Chardonnay,Màu vàng chanh,Chardonnay,Pierre Larousse,Vin de France
VNPV-427,Rượu Vang Nổ Pierre Larousse Chardonnay,385.000,"Pháp
","12 %
","750 ML
",Chardonnay,Màu vàng sáng,Chardonnay,Pierre Larousse,Vin de France
VNDL-394,Rượu Vang Nổ Pol Remy Brut,369.000,"Pháp
","11 %
","750 ML
","Aïren, Ugni Blanc, Colombard",Màu vàng ánh xanh lá,Rượu Vang Nổ, Pol Remy,
VNDL1-394,Rượu Vang Nổ Pol Remy Demi Sec,1,"Pháp
","11 %
","750 ML
",Chardonnay, Màu vàng rơm,Rượu Vang Nổ, Pol Remy,
VNTL-553,Rượu Vang Nổ Prosecco Conte Priuli Oro Brut,1,"Ý
","11 %
","750 ML
",Glera, Vàng nhạt,Rượu Vang Nổ,: Conte Priuli,: Prosecco
VNVH2-500,Rượu Vang Nổ Punto Oro Val D’oca,500.000,"Ý
","11 %
","750 ML
","
",Vàng rơm,Glera,Val D’oca,Veneto
VNPG-580,Rượu Vang Nổ Queen Adelaide Brut,580.000,"ÚC
","12.8 %
","750 ML
",, ,Rượu Sparkling Martini Asti,Queen Adelaide,South Eastern Australia
VNHP2-295,Rượu Vang Nổ Rocca Dei Forti Festivity Brut,295.000,"Ý
","12 %
","750 ML
","Malvasia, Moscato Bianco", Vàng rơm,Vang Nổ,: Rocca Dei Forti,: Marche – Italy
VNHP3-295,Rượu Vang Nổ Rocca Dei Forti Moscato,350.000,"Ý
","7 %
","750 ML
",Moscato,,Rượu Vang Nổ,: Rocca Dei Forti,: Marche – Italy
VNHP-195,Rượu Vang Nổ Rocca Dei Forti Rosso Dolce,195.000,"Ý
","9.5 %
","750 ML
","Sangiovese,Montepulciano", đỏ ruby,Rượu Vang Nổ,: Rocca Dei Forti,
VNWH3-285,Rượu Vang Nổ Romance Spumante,275.000,"Ý
","12.5 %
","750 ML
",Trebbiano, Trắng,Rượu Vang Nổ,: Ronco,: Emilia-Romagna
VNPV-479,Rượu Vang Nổ Rondel Gold Brut Cava,432.000,"Tây Ban Nha
","13 %
","750 ML
",: Macabeo – Xarello – Paralleda, Vàng,Rượu vang nổ,: Codorniu,: Catalunya
VNAV4-595,Rượu Vang Nổ Rotari Brut Chardonnay,595.000,"Ý
","12.5 %
","750 ML
",Chardonnay,,Rượu Vang Trắng,Rotari,Trento
VNDL-663,Rượu Vang Nổ Ruffino Prosecco Extra Dry,597.000,"Ý
","11 %
","750 ML
",Glera, Vàng ánh xanh,Rượu Sparking,Ruffino,Veneto
VNWH2 - 894,Rượu Vang Nổ Santa Margherita Rose,860.000,"Ý
","11.5 %
","750 ML
","Chardonnay,Malbec,Glera", Hồng phấn,Rượu Vang Nổ,: Santa Margherita ,: Trentino – Alto Adige
VNBMF3-290,Rượu Vang Nổ Scavi & Ray Lambrusco Spumante,350.000,"Ý
","9.5 %
","750 ML
",Lambrusco,,Rượu Vang Nổ,Scavi & Ray,Emilia Romagna 
VNBMF2-290,Rượu Vang Nổ Scavi & Ray Prosecco Spumante,290.000,"Ý
","11 %
","750 ML
",Glera,Vàng ánh xanh,Rượu Vang Nổ,Scavi & Ray,Veneto
VNBMF-290,Rượu Vang Nổ Scavi & Ray Secco Frizzante,290.000,"Ý
","10.5 %
","750 ML
","Glera,Trebbiano",Vàng rơm,Rượu Vang Nổ, Scavi & Ray,
VNPE2-132,Rượu Vang Nổ Senac Sparkling Peach,132.000,"Tây Ban Nha
","0 %
","750 ML
",, vàng nhạt,Rượu Vang Nổ,: Senac,
VNPE1-132,Rượu Vang Nổ Senac Sparkling White Grape,132.000,"Tây Ban Nha
","0 %
","750 ML
",, vàng nhạt,Rượu Vang Nổ,: Senac,
VNTL6-889,Rượu Vang Nổ Squealing Pig Prosecco,889.000,"New Zealand
","8.5 %
","750 ML
",,,Rượu vang nổ,,
VNPV-1671,Rượu Vang Nổ Taltarni Clover Hill Vintage Brut,1.504.000,"ÚC
","12.5 %
","750 ML
","Chardonnay,Pinot Meunier,Pinot Noir", Vàng nhạt,Rượu Vang Nổ,Taltarni,: Tasmania
VNPV4-786,Rượu Vang Nổ Taltarni T-Series Sparkling Brut,708.000,"ÚC
","12.5 %
","750 ML
","Pinot Meunier,Pinot Noir,Chardonnay", Màu đồng nhạt,Rượu Vang Nổ,Taltarni,Victoria
VNWH4- 548,Rượu Vang Nổ Tommasi Filodora Prosecco,550.000,"Ý
","11 %
","750 ML
",Glera, Vàng rơm,Rượu Vang Nổ,Tommasi,: Prosecco 
VNBMF-168,Rượu Vang Nổ Torley Charmant Rose,168.000,"Hungary
","11.5 %
","750 ML
",Moscato,Hồng nhạt,Rượu Vang Nổ, Torley,Budapest
VNBMF-227,Rượu Vang Nổ Torley Reserve Demi Sec,227.000,"Hungary
","11.5 %
","750 ML
",Chardonnay,,Rượu Vang Nổ, Torley,
VNHM4-350,Rượu Vang Nổ Valdivieso Moscato Demi Sec,350.000,"Chile
","12 %
","750 ML
",Moscato, ,Rượu Vang Nổ,Valdivieso,Central Valley
VNHM1-350,Rượu Vang Nổ Valdivieso NVY Cranberry Blackberry,350.000,"Chile
","11 %
","750 ML
",,,Rượu Vang Nổ,Valdivieso,Central Valley
VNHM-350,Rượu Vang Nổ Valdivieso NVY Passion Fruit,350.000,"Chile
","11 %
","750 ML
",, ,Rượu Vang Nổ,Valdivieso,Central Valley
VNMH8-420,Rượu Vang Nổ Valdo Oro Blanc De Blancs,420.000,"Ý
","11 %
","750 ML
",Blend, Vàng rơm,Blend, Valdo,
VNMH7-420,Rượu Vang Nổ Valdo Rose Brut Marco Oro,420.000,"Ý
","11.5 %
","750 ML
",Glera,,Rượu vang nổ, Valdo,Veneto
VNMH7-460,Rượu Vang Nổ Valdo Valdobbiadene Prosecco Superiore,460.000,"Ý
","11 %
","750 ML
",Glera, Vàng rơm,Rượu Vang Nổ, Prosecco Valdo,: Valdobbiadene Hill
VNKR4-550 - VNHD-750,Rượu Vang Nổ Vảy Vàng Blonde Gold Flakes,550.000,"Tây Ban Nha
","11 %
","750 ML
",Chardonnay,Vàng rơm,Rượu Vang Nổ,Bodegas Verduguez,
VNMH-320,Rượu Vang Nổ Veuve Ambal Méthode Traditionnelle Blanc De Blancs,320.000,"Pháp
","11.5 %
","750 ML
",Chardonnay, Vàng nhạt,Rượu Vang Nổ,: Veuve Ambal,Bourgogne
VNDL-469,Rượu Vang Nổ Veuve Du Vernay Brut,440.000,"Pháp
","11 %
","750 ML
",Chardonnay, Màu vàng nhạt ánh xanh,Rượu Vang Nổ,,
VNNEIR1-700,Rượu Vang Nổ Villa Conchi Cava Brut Seleccion,620.000,"Tây Ban Nha
","11.5 %
","750 ML
",Chardonnay, Xanh lá cây,Rượu Vang Nổ, Villa Conchi, Cava
VNPV1-420,Rượu Vang Nổ Villa Del Vento Lambrusco,378.000,"Ý
","12 %
","750 ML
", Grignolino, Vàng nhạt,Rượu Vang Nổ,: Villa del Vento,: Emilia Romagna
VNPV1 - 556,Rượu Vang Nổ Volli Moscato,501.000,"Ý
","10 %
","750 ML
","
",,Rượu Vang Nổ,Volli,
VNTL-1995,"Rượu Vang Nổ Zenato Lugana Brut Metodo Classico 1,5L",1.840.000,"Ý
","13.5 %
","1500 ML
",Trebbiano, Vàng rơm,Trebbiano,Zenato,Veneto
VNTK-840,Rượu Vang Nổ Zonin Cuvee 1821 Prosecco,840.000,"Ý
","11 %
","750 ML
",Glera,Trắng vàng nhạt,Rượu Vang Nổ,: Zonin  ,Veneto
VNDL2-1067,Rượu Vang Nobilo Icon Pinot Noir,1.067.000,"New Zealand
","14 %
","750 ML
",Pinot Noir, Màu đỏ đậm,Rượu vang đỏ, Nobilo,Marlborough
VNDL-1021,Rượu Vang Nobilo Icon Sauvignon Blanc,919.000,"New Zealand
","11.8 %
","750 ML
",Sauvignon Blanc, Màu vàng nhạt ánh xanh,Rượu vang trắng, Nobilo,Marlborough
VNDL1-589,Rượu Vang Nobilo Regional Collection Pinot Gris,541.000,"New Zealand
","14 %
","750 ML
",Pinot Gris, Màu vàng rơm,Rượu vang trắng, Nobilo,Hawkes Bay
VNDL-589,Rượu Vang Nobilo Regional Collection Sauvignon Blanc,541.000,"New Zealand
","13 %
","750 ML
",Sauvignon Blanc, Màu vàng nhạt,Rượu vang trắng, Nobilo,Marlborough
VNHM1-590,Rượu Vang Noble Vines 337 Cabernet Sauvignon,590.000,"Mỹ
","14.5 %
","750 ML
",Cabernet Sauvignon,,Rượu Vang Đỏ, Noble Vines,California
VNDL6-515,Rượu Vang Norton Barrel Select Cabernet Sauvignon,469.000,"Argentina
","14 %
","750 ML
",Cabernet Sauvignon, Đỏ,Rượu vang đỏ,Norton,Mendoza
VNDL10-515,Rượu Vang Norton Barrel Select Chardonnay,469.000,"Argentina
","14 %
","750 ML
",Chardonnay,,Rượu vang trắng,Norton,Mendoza
VNDL5-515,Rượu Vang Norton Barrel Select Malbec,469.000,"Argentina
","14 %
","750 ML
",Malbec, Đỏ,Rượu vang đỏ,Norton,Mendoza
VNDL7-515,Rượu Vang Norton Barrel Select Merlot,469.000,"Argentina
","14 %
","750 ML
",Merlot,Đỏ,Rượu Vang Đỏ,,Mendoza
VNDL9-515,Rượu Vang Norton Barrel Select Sauvignon Blanc,469.000,"Argentina
","12.5 %
","750 ML
",Sauvignon Blanc,Vàng rơm,Rượu Vang Trắng,,Mendoza
VNDL8-515,Rượu Vang Norton Barrel Select Syrah,469.000,"Argentina
","14 %
","750 ML
",Syrah,Đỏ,Rượu Vang Đỏ,,Mendoza
VNDL2-438,Rượu Vang Norton Coleccion Cabernet Sauvignon,398.000,"Argentina
","13.5 %
","750 ML
",Cabernet Sauvignon, Đỏ,Rượu vang đỏ,Norton,Mendoza
VNDL1-438,Rượu Vang Norton Coleccion Merlot,398.000,"Argentina
","13 %
","750 ML
",Merlot, Đỏ,Rượu vang đỏ,Norton,Mendoza
VNDL5-438,Rượu Vang Norton Coleccion Sauvignon Blanc,398.000,"Argentina
","11.5 %
","750 ML
",Sauvignon Blanc,Vàng rơm,Rượu Vang Trắng,,Mendoza
VNDL4-438,Rượu Vang Norton Coleccion Torrontes,398.000,"Argentina
","14 %
","750 ML
",Torrontes,Vàng nhạt,Rượu Vang Trắng,,Mendoza
VNDL-2883,Rượu Vang Norton Gernot Langes,2.659.000,"Argentina
","14.5 %
","750 ML
","Malbec,Cabernet Sauvignon,Cabernet Franc",Đỏ,Rượu Vang Đỏ,,Mendoza
VNDL-1067,Rượu Vang Norton Privada Family Blend,989.000,"Argentina
","14.5 %
","750 ML
","Malbec,Cabernet Sauvignon,Merlot",,Rượu Vang Đỏ,,Mendoza
VNDL1-1067,Rượu Vang Norton Privada Malbec,989.000,"Argentina
","14 %
","750 ML
",Malbec,,Rượu Vang Đỏ,,Mendoza
VNDL1-662,Rượu Vang Norton Reserva Cabernet Sauvignon,609.000,"Argentina
","13.5 %
","750 ML
",Cabernet Sauvignon,Đỏ thạch lựu,Rượu Vang Đỏ,,Mendoza
VNDL3-662,Rượu Vang Norton Reserva Chardonnay,609.000,"Argentina
","14 %
","750 ML
",Chardonnay,,Rượu vang trắng,Norton,Mendoza
VNDL2-662,Rượu Vang Norton Reserva Syrah,609.000,"Argentina
","14 %
","750 ML
",Syrah,,Rượu Vang Đỏ,,Mendoza
VNHM-5750,Rượu Vang Not 4U,5.750.000,"Pháp
","14 %
","750 ML
",Blend,Đỏ ruby,Rượu Vang Đỏ,,Bordeaux
VNAV-600,Rượu Vang Note Di Luna Salento Piano,600.000,"Ý
","13 %
","750 ML
",Piano,Vàng rơm,Rượu Vang Trắng,,"
"
VNTLP-1250,Rượu Vang Nottetempo 100 Barrique Chardonnay,1.250.000,"Ý
","14 %
","750 ML
",Chardonnay,Vàng rơm,Rượu Vang Trắng,: Franco Rizzello Selezione,Puglia
VNMH1-560,Rượu vang Nozzole Chianti Classico,560.000,"Ý
","13.5 %
","750 ML
",,,,,
VNVH-1250,Rượu Vang Number One Falernia,1.250.000,"Chile
","14.5 %
","750 ML
","Cabernet Sauvignon,Syrah,Carmenere",Đỏ ruby ánh tím,Rượu Vang Đỏ,Falernia,Elqui Valley
VNPV2-424,Rượu Vang Obikwa Cabernet Sauvignon,382.000,"Nam Phi
","14 %
","750 ML
",Cabernet Sauvignon, Đỏ ruby,Rượu Vang Đỏ,Obikwa,: Western Cape
VNPV5-424,Rượu Vang Obikwa Sauvignon Blanc,382.000,"Nam Phi
","13 %
","750 ML
",Sauvignon Blanc, Vàng rơm,Rượu Vang Trắng,Obikwa,: Western Cape
VNADT2-296,Rượu Vang Ocean Grove Cabernet Sauvignon,296.000,"ÚC
","14 %
","750 ML
",Cabernet Sauvignon,Đỏ ruby,Rượu Vang Đỏ,Victoria,: South Australia
VNNHDL-382,Rượu Vang Ochagavia 1851 Reserva Cabernet Sauvignon,382.000,"Chile
","13.5 %
","750 ML
",Cabernet Sauvignon,  Đỏ ruby,Rượu Vang Đỏ,Ochagavia,Central Valley
VNNHDL1-382,Rượu Vang Ochagavia 1851 Reserva Chardonnay,382.000,"Chile
","13.5 %
","750 ML
",Chardonnay,  Vàng rơm,Rượu Vang Trắng,Ochagavia,Central Valley
VNNHDL1-275,Rượu Vang Ochagavia Bodega Vieja,275.000,"Chile
","13 %
","750 ML
","Cabernet Sauvignon,Merlot", Đỏ ruby,Rượu Vang Đỏ,Ochagavia,Central Valley
VNNHDL-650,Rượu Vang Ochagavia Gran Reserva Cabernet Sauvignon,595.000,"Chile
","13.5 %
","750 ML
",Cabernet Sauvignon,  Đỏ ruby,Rượu Vang Đỏ,Ochagavia,Central Valley
VNNHDL-1125,Rượu Vang Ochagavia Raices Nobles,1.125.000,"Chile
","13.8 %
","750 ML
",Cabernet Sauvignon,Đỏ ruby,Rượu Vang Đỏ,Ochagavia,Central Valley
VNNHDL5-275,Rượu Vang Ochagavia Silvestre Sauvignon Blanc,275.000,"Chile
","13.5 %
","750 ML
",Sauvignon Blanc,  Vàng rơm,Rượu Vang Trắng,Ochagavia,Central Valley
VNHP1-1450,Rượu Vang OchoTierras 10 Gran Reserva Syrah,1.450.000,"Chile
","15.3 %
","750 ML
",Syrah, Đỏ ruby,Rượu Vang Đỏ,: OchoTierras,
VNHP-1450,Rượu Vang OchoTierras 24 Gran Reserva,1.450.000,"Chile
","14.5 %
","750 ML
","Cabernet Sauvignon,Carmenere", Đỏ ruby,Rượu Vang Đỏ,: OchoTierras,: Thung lũng Limarí
VNHD1-990,Rượu Vang Odeon 99 Montepulciano D’Abruzzo,990.000,"Ý
","14.5 %
","750 ML
",Montepulciano,Đỏ ruby,Rượu Vang Đỏ,Feudi Bizantini,Abruzzo
VNHM-760,Rượu Vang Odfjell Orzada Carignan,760.000,"Chile
","14.5 %
","750 ML
",Carignan,,Rượu Vang Đỏ,Odfjell, Maule Valley
VNMT-596,Rượu Vang Odyssey Gisborne Chardonnay,596.000,"New Zealand
","13 %
","750 ML
",Chardonnay,Màu vàng rơm,Rượu vang trắng, Odyssey,Marlborough
VNMT-725,Rượu Vang Odyssey Reserve ILiad Gisborne Chardonnay,725.000,"New Zealand
","13.5 %
","750 ML
",Chardonnay,Màu vàng rơm ,Rượu vang trắng, Odyssey,Marlborough
VNMT-580,Rượu Vang Odyssey Sauvignon Blanc,580.000,"New Zealand
","12.5 %
","750 ML
",Sauvignon Blanc,Màu vàng rơm,Rượu vang trắng, Odyssey,Marlborough
VNADT-2560,Rượu Vang Ogga Rioja,2.560.000,"Tây Ban Nha
","14.5 %
","750 ML
",Tempranillo,Đỏ ruby,Rượu Vang Đỏ,,: D.O.Ca. Rioja
VNPV2-428,Rượu Vang Oh By Omerade Rose,386.000,"Pháp
","13 %
","750 ML
","Cinsault,Syrah,Grenache", Màu hồng nhạt,Rượu vang hồng, Oh by Omerade,Cotes De Provence
VNHD1-1850,Rượu Vang Oinos Montepulciano D’Abruzzo,1.850.000,"Ý
","14.5 %
","750 ML
",Montepulciano,Đỏ ruby,Rượu Vang Đỏ,San Lorenzo Vini,Abruzzo
,Rượu Vang Old World Cuvee 99 Puglia,1,"Ý
","15 %
","750 ML
",Primitivo,,Rượu Vang Đỏ,Old World,Puglia
VNPV-1028,Rượu Vang Olivier Leflaive Bourgogne Pinot Noir,926.000,"Pháp
","12.5 %
","750 ML
",Pinot Noir, Màu đỏ ruby,Rượu vang đỏ,Olivier Leflaive,Bourgogne
VNPV-4547,Rượu Vang Olivier Leflaive Chassagne Montrachet Clos Saint Marc,4.093.000,"Pháp
","13.5 %
","750 ML
",Chardonnay,Màu vàng,Rượu Vang trắng,Olivier Leflaive,Bourgogne
VNPV-4058,Rượu Vang Olivier Leflaive Meursault 1Er Cru Blagny Sous le Dos D’Ane,3.653.000,"Pháp
","13 %
","750 ML
",Chardonnay, Vàng chanh,Rượu Vang Trắng,,Bourgogne
